Position,GC,MluCI,NlaIII
508300,35.0,3,0
508500,25.5,4,0
508700,39.5,1,1
508900,41.0,2,0
509100,33.5,0,1
509300,36.5,2,0
509500,34.5,3,1
509700,38.5,0,1
509900,42.5,2,1
510100,33.0,5,0
510300,39.0,1,0
510500,29.0,1,1
510700,34.5,5,0
510900,38.5,1,0
511100,34.0,2,0
511300,40.5,0,0
511500,42.5,0,0
511700,38.0,2,0
511900,44.0,3,1
512100,40.0,0,0
512300,41.0,2,0
512500,35.0,0,2
512700,44.5,0,1
512900,33.0,4,0
513100,35.0,0,0
513300,26.5,1,2
513500,33.0,1,2
513700,42.5,1,0
513900,35.0,1,0
514100,30.5,1,0
514300,41.5,2,0
514500,33.5,1,1
514700,42.5,0,0
514900,43.5,1,2
515100,36.5,1,0
515300,37.0,1,0
515500,33.5,3,1
515700,36.5,2,0
515900,46.5,0,0
516100,42.5,4,1
516300,46.5,0,1
516500,39.0,4,1
516700,35.5,1,1
516900,45.0,1,0
517100,45.0,1,0
517300,41.0,2,1
517500,42.5,0,0
517700,40.0,1,1
517900,38.5,2,0
518100,46.0,0,1
518300,41.0,1,0
518500,39.0,4,0
518700,40.5,4,2
518900,41.5,1,0
519100,36.0,2,0
519300,30.0,3,0
519500,43.0,2,2
519700,40.5,2,2
519900,28.0,1,1
520100,41.0,3,1
520300,44.0,0,1
520500,43.5,1,0
520700,37.0,2,0
520900,38.5,1,0
521100,44.5,0,2
521300,41.0,3,1
521500,44.5,3,4
521700,40.0,0,2
521900,45.5,2,2
522100,36.0,3,0
522300,37.5,1,1
522500,41.5,0,4
522700,28.5,1,1
522900,42.0,1,2
523100,45.5,0,1
523300,39.5,1,1
523500,44.5,1,1
523700,43.0,0,1
523900,43.0,1,2
524100,37.0,1,1
524300,43.0,1,0
524500,40.5,3,0
524700,38.5,2,0
524900,45.0,4,0
525100,44.5,1,0
525300,45.0,3,1
525500,43.5,0,0
525700,41.0,1,0
525900,41.0,5,1
526100,42.5,0,0
526300,45.0,2,0
526500,40.5,2,0
526700,41.5,2,2
526900,48.0,0,1
527100,37.5,1,0
527300,35.0,1,1
527500,40.0,1,3
527700,42.0,2,0
527900,37.5,2,0
528100,32.0,2,0
528300,34.0,0,1
528500,37.5,2,1
528700,47.0,0,1
528900,39.0,1,1
529100,43.5,1,1
529300,34.0,3,1
529500,39.0,1,1
529700,44.0,0,2
529900,40.5,1,2
530100,41.0,0,3
530300,42.5,3,2
530500,41.0,4,0
530700,34.5,4,0
530900,38.0,3,0
531100,34.0,4,0
531300,42.5,1,0
531500,40.5,2,1
531700,40.0,1,1
531900,40.5,0,3
532100,44.5,1,0
532300,38.0,4,1
532500,28.5,3,0
532700,39.5,1,0
532900,41.0,0,1
533100,38.5,2,0
533300,32.5,6,0
533500,33.5,1,1
533700,38.0,2,0
533900,38.0,3,0
534100,42.0,1,0
534300,40.5,2,0
534500,38.0,0,2
534700,37.0,1,0
534900,37.0,1,0
535100,43.0,4,0
535300,41.0,2,3
535500,35.0,7,0
535700,48.0,0,1
535900,41.5,3,0
536100,48.0,1,2
536300,49.5,0,0
536500,32.0,3,1
536700,35.5,2,1
536900,41.5,1,2
537100,39.0,1,2
537300,42.5,0,1
537500,42.0,0,0
537700,42.0,2,1
537900,41.5,4,0
538100,42.0,1,1
538300,35.5,1,0
538500,44.5,2,0
538700,40.5,3,0
538900,40.0,1,0
539100,40.5,3,0
539300,36.0,2,1
539500,44.5,1,1
539700,39.0,1,0
539900,42.0,1,0
540100,44.0,2,0
540300,44.5,0,2
540500,46.0,0,0
540700,42.0,1,0
540900,38.5,2,1
541100,43.5,1,0
541300,47.0,1,2
541500,37.0,0,0
541700,45.5,2,2
541900,36.5,2,1
542100,40.5,1,0
542300,46.5,2,2
542500,39.5,1,1
542700,29.5,0,2
542900,41.5,4,0
543100,46.0,0,0
543300,37.5,1,0
543500,35.0,3,1
543700,47.0,0,1
543900,41.0,1,2
544100,46.0,1,1
544300,35.5,0,0
544500,40.0,1,1
544700,41.5,3,0
544900,41.0,3,0
545100,42.0,2,1
545300,34.0,3,0
545500,40.5,2,0
545700,27.0,6,0
545900,37.5,4,0
546100,33.5,1,1
546300,42.0,1,1
546500,39.0,0,0
546700,47.0,3,1
546900,40.0,1,2
547100,37.0,5,1
547300,41.5,3,0
547500,38.5,1,0
547700,40.5,1,2
547900,36.5,3,3
548100,37.0,2,0
548300,30.5,1,0
548500,32.5,4,0
548700,46.5,0,1
548900,38.5,2,2
549100,43.0,1,0
549300,35.0,1,0
549500,33.5,2,0
549700,38.0,3,0
549900,33.0,3,0
550100,38.5,3,1
550300,33.5,2,0
550500,36.0,2,0
550700,31.0,2,0
550900,30.5,3,0
551100,31.5,2,0
551300,31.5,5,1
551500,26.5,4,0
551700,35.0,2,0
551900,31.0,3,1
552100,30.5,4,0
552300,35.0,2,2
552500,29.5,2,1
552700,38.5,2,1
552900,43.0,0,0
553100,38.5,3,4
553300,39.5,1,0
553500,37.5,1,3
553700,39.5,1,0
553900,40.5,2,2
554100,39.0,0,0
554300,33.5,4,0
554500,34.5,1,0
554700,35.5,2,1
554900,34.0,2,2
555100,41.0,1,0
555300,33.0,3,0
555500,37.0,0,0
555700,38.0,1,1
555900,41.0,1,0
556100,42.0,1,3
556300,34.5,1,0
556500,34.0,3,0
556700,37.5,3,3
556900,32.5,2,0
557100,27.0,4,0
557300,32.5,2,0
557500,27.5,3,0
557700,36.0,0,0
557900,38.5,1,1
558100,32.0,2,0
558300,35.0,2,0
558500,45.0,0,0
558700,30.5,3,1
558900,29.5,5,0
559100,33.5,4,1
559300,36.5,1,1
559500,30.5,1,2
559700,38.5,0,1
559900,34.5,0,0
560100,37.0,1,0
560300,26.0,4,1
560500,32.5,2,0
560700,38.5,2,0
560900,27.0,8,0
561100,27.5,3,0
561300,28.0,2,1
561500,36.0,0,1
561700,33.0,1,0
561900,30.5,4,0
562100,28.0,0,0
562300,29.0,0,0
562500,28.5,3,1
562700,32.0,0,1
562900,43.0,0,1
563100,41.0,2,0
563300,39.5,1,0
563500,46.0,2,0
563700,43.5,0,1
563900,42.5,3,0
564100,40.0,1,0
564300,34.5,0,1
564500,40.0,1,0
564700,40.0,0,0
564900,39.5,1,1
565100,48.5,2,0
565300,42.0,2,1
565500,43.0,0,0
565700,39.5,0,0
565900,40.5,1,0
566100,39.0,3,0
566300,37.5,0,0
566500,35.5,2,0
566700,33.0,4,0
566900,28.0,5,1
567100,29.5,1,1
567300,33.0,1,1
567500,30.0,1,0
567700,33.0,2,1
567900,26.5,2,1
568100,33.0,4,0
568300,28.5,0,0
568500,31.5,2,0
568700,37.0,2,0
568900,32.5,5,0
569100,34.0,2,1
569300,35.5,3,2
569500,45.0,2,1
569700,29.5,3,1
569900,36.0,2,0
570100,44.5,1,0
570300,44.5,1,0
570500,41.0,1,2
570700,48.5,0,1
570900,50.0,1,1
571100,43.0,1,2
571300,47.0,0,0
571500,37.0,0,1
571700,37.5,5,2
571900,41.0,2,0
572100,37.0,1,0
572300,41.0,0,1
572500,44.5,0,0
572700,30.0,3,0
572900,42.0,1,1
573100,43.0,2,0
573300,39.5,2,1
573500,49.0,1,1
573700,42.5,1,0
573900,52.0,0,0
574100,42.0,2,0
574300,47.5,0,1
574500,39.5,1,1
574700,44.5,0,2
574900,45.0,2,1
575100,36.0,1,1
575300,40.0,1,0
575500,37.0,1,0
575700,38.5,2,0
575900,36.5,2,0
576100,33.5,3,1
576300,36.0,1,0
576500,38.0,0,0
576700,44.5,0,0
576900,36.5,2,1
577100,36.5,2,0
577300,39.5,0,1
577500,37.5,2,0
577700,38.5,5,0
577900,32.5,2,0
578100,41.5,1,2
578300,30.0,0,0
578500,21.5,4,0
578700,33.5,2,2
578900,39.5,1,0
579100,43.0,0,1
579300,46.0,1,2
579500,39.5,0,0
579700,45.0,2,0
579900,44.0,0,0
580100,46.5,0,0
580300,45.0,0,0
580500,45.0,0,2
580700,37.5,4,1
580900,35.5,3,1
581100,47.5,0,1
581300,48.0,1,1
581500,41.0,2,0
581700,26.5,3,0
581900,29.0,5,1
582100,40.0,0,0
582300,41.0,3,0
582500,37.5,3,1
582700,35.0,3,1
582900,47.5,0,0
583100,46.0,0,0
583300,46.0,1,0
583500,42.5,0,1
583700,34.5,1,0
583900,45.5,0,0
584100,44.5,0,1
584300,42.5,4,1
584500,44.0,1,1
584700,44.5,1,2
584900,45.0,2,1
585100,45.0,0,2
585300,43.0,3,0
585500,45.5,0,2
585700,37.5,3,0
585900,41.5,0,0
586100,36.5,3,1
586300,44.5,0,4
586500,45.0,0,1
586700,49.5,1,1
586900,49.5,0,2
587100,45.0,2,1
587300,47.0,0,1
587500,45.0,1,0
587700,47.0,2,1
587900,44.5,0,0
588100,36.5,2,0
588300,45.5,0,1
588500,38.5,1,0
588700,45.0,2,0
588900,47.5,0,1
589100,41.0,2,0
589300,34.5,0,0
589500,43.5,2,0
589700,44.5,2,0
589900,47.0,2,2
590100,44.5,0,0
590300,35.5,2,0
590500,30.0,4,1
590700,39.5,1,1
590900,37.0,0,1
591100,40.0,0,2
591300,44.5,1,1
591500,32.0,3,1
591700,40.5,2,0
591900,38.5,2,0
592100,41.0,1,1
592300,43.5,2,0
592500,44.5,0,0
592700,42.5,0,0
592900,47.5,1,1
593100,46.5,0,0
593300,51.0,0,2
593500,46.0,1,0
593700,44.0,1,0
593900,32.5,0,0
594100,34.0,1,0
594300,37.5,0,1
594500,38.0,2,0
594700,36.5,1,1
594900,40.0,1,1
595100,39.5,1,2
595300,33.0,1,0
595500,34.0,2,3
595700,30.5,2,0
595900,32.0,2,1
596100,37.0,2,0
596300,30.5,4,0
596500,29.0,5,0
596700,36.0,4,1
596900,37.5,2,0
597100,35.0,2,0
597300,34.0,3,0
597500,33.5,1,0
597700,38.5,0,1
597900,33.0,0,1
598100,36.5,2,0
598300,38.0,0,0
598500,39.0,1,0
598700,46.0,0,0
598900,43.5,0,0
599100,43.5,0,0
599300,47.0,1,0
599500,39.5,1,0
599700,44.0,2,4
599900,48.5,3,4
600100,42.5,1,0
600300,35.5,2,0
600500,44.5,1,0
600700,41.0,2,2
600900,45.5,1,1
601100,45.5,2,1
601300,45.0,1,1
601500,44.0,0,0
601700,44.5,0,0
601900,44.0,0,0
602100,39.5,0,0
602300,38.5,1,1
602500,42.0,0,1
602700,41.0,2,1
602900,38.5,0,0
603100,41.0,0,0
603300,43.0,0,1
603500,44.5,2,0
603700,41.5,2,0
603900,40.0,0,0
604100,46.0,4,2
604300,38.5,3,0
604500,40.5,2,1
604700,44.5,2,0
604900,39.0,2,1
605100,47.0,0,1
605300,46.5,1,0
605500,38.5,2,0
605700,30.5,1,0
605900,35.0,1,0
606100,37.5,3,1
606300,41.5,0,0
606500,38.5,2,0
606700,36.0,0,1
606900,42.5,2,0
607100,38.5,2,0
607300,42.0,1,1
607500,39.0,0,0
607700,37.5,1,2
607900,40.5,0,1
608100,44.5,0,0
608300,41.0,3,2
608500,47.5,0,0
608700,48.5,0,0
608900,40.0,2,0
609100,40.0,3,0
609300,41.5,1,3
609500,44.0,1,1
609700,44.5,0,2
609900,46.0,2,0
610100,40.0,2,2
610300,46.0,2,2
610500,40.5,3,1
610700,36.0,1,1
610900,31.0,1,0
611100,36.5,4,1
611300,33.5,2,2
611500,38.5,0,1
611700,34.0,2,0
611900,40.5,1,1
612100,43.5,1,0
612300,32.5,2,1
612500,36.5,1,0
612700,41.0,1,0
612900,36.5,1,0
613100,40.0,1,0
613300,45.5,3,1
613500,45.0,0,0
613700,44.0,0,1
613900,45.0,2,0
614100,46.0,0,0
614300,42.5,0,1
614500,43.0,0,2
614700,42.5,1,0
614900,42.5,2,2
615100,40.5,1,0
615300,44.0,1,0
615500,41.5,4,0
615700,48.0,1,1
615900,40.0,3,1
616100,46.5,0,0
616300,43.0,1,0
616500,46.5,2,2
616700,41.0,2,0
616900,41.5,2,1
617100,45.5,1,2
617300,42.0,4,1
617500,40.5,1,3
617700,46.0,0,0
617900,42.0,3,2
618100,43.0,0,3
618300,40.5,0,4
618500,39.5,0,1
618700,33.5,4,1
618900,40.0,0,0
619100,38.5,0,0
619300,39.0,2,2
619500,37.5,0,2
619700,39.0,2,0
619900,45.0,1,0
620100,44.5,1,2
620300,41.5,3,0
620500,38.0,2,3
620700,41.5,0,1
620900,41.0,3,0
621100,36.0,2,2
621300,42.5,1,1
621500,34.0,3,0
621700,37.0,1,0
621900,35.0,1,0
622100,28.5,1,0
622300,33.5,4,0
622500,27.5,2,0
622700,34.5,1,0
622900,31.0,3,0
623100,30.5,3,0
623300,28.5,0,0
623500,34.5,0,1
623700,29.5,4,1
623900,34.5,0,0
624100,33.5,1,0
624300,28.5,5,0
624500,29.0,1,0
624700,32.5,1,0
624900,28.5,4,0
625100,36.0,2,0
625300,36.0,1,0
625500,34.0,4,1
625700,35.5,4,0
625900,36.5,0,1
626100,39.0,3,1
626300,33.5,2,1
626500,32.0,3,0
626700,36.5,3,0
626900,35.0,1,0
627100,35.5,3,0
627300,34.5,3,1
627500,31.5,4,0
627700,39.5,0,2
627900,38.0,1,1
628100,35.0,3,2
628300,36.0,2,0
628500,30.5,3,2
628700,34.5,0,0
628900,32.5,0,1
629100,19.0,6,1
629300,41.5,0,0
629500,33.5,1,0
629700,34.5,0,0
629900,37.5,2,0
630100,40.0,1,0
630300,38.5,0,0
630500,37.5,2,1
630700,44.5,0,0
630900,37.5,0,1
631100,40.0,1,0
631300,35.5,0,0
631500,44.5,0,1
631700,44.5,0,2
631900,40.5,2,0
632100,42.0,0,1
632300,46.0,1,0
632500,43.0,0,0
632700,43.5,1,0
632900,32.0,1,0
633100,33.0,2,2
633300,34.5,2,1
633500,25.0,5,0
633700,29.0,3,0
633900,31.0,3,0
634100,30.0,0,2
634300,39.0,1,0
634500,45.0,0,1
634700,37.5,1,0
634900,43.0,0,1
635100,37.0,1,0
635300,44.5,0,0
635500,41.5,1,0
635700,41.0,0,0
635900,40.5,1,0
636100,39.0,0,0
636300,40.5,2,1
636500,40.5,1,1
636700,48.5,0,1
636900,40.5,0,0
637100,37.5,1,1
637300,49.5,0,0
637500,36.5,0,1
637700,48.0,0,1
637900,43.0,1,0
638100,39.5,1,1
638300,45.0,0,3
638500,45.0,3,1
638700,36.5,0,0
638900,43.5,2,1
639100,40.0,2,0
639300,46.5,0,0
639500,41.5,0,0
639700,41.5,1,0
639900,43.5,0,0
640100,34.5,1,0
640300,37.0,4,1
640500,41.0,1,0
640700,40.0,1,0
640900,45.0,1,0
641100,47.0,1,1
641300,42.5,1,1
641500,45.0,2,2
641700,43.0,0,1
641900,48.5,1,1
642100,42.0,1,0
642300,47.0,1,1
642500,46.5,1,0
642700,42.0,2,0
642900,40.5,2,1
643100,42.5,3,1
643300,40.5,5,1
643500,32.5,2,1
643700,45.5,1,0
643900,42.0,2,0
644100,39.5,3,0
644300,40.5,1,0
644500,33.5,1,0
644700,40.0,3,1
644900,41.5,3,1
645100,47.0,1,0
645300,44.0,1,2
645500,46.0,2,1
645700,47.0,4,1
645900,48.5,0,1
646100,45.5,1,1
646300,44.0,1,0
646500,49.0,0,1
646700,46.5,0,1
646900,40.0,1,1
647100,40.5,1,1
647300,44.0,0,3
647500,45.0,1,0
647700,46.0,1,0
647900,39.0,1,1
648100,35.0,1,0
648300,35.5,1,0
648500,32.0,2,0
648700,32.0,1,0
648900,33.0,1,0
649100,42.5,4,1
649300,34.0,2,0
649500,39.5,3,1
649700,38.5,4,0
649900,35.0,1,0
650100,40.0,1,0
650300,36.0,4,1
650500,32.0,2,1
650700,40.0,2,0
650900,44.5,0,1
651100,45.0,1,1
651300,41.0,0,1
651500,40.0,2,1
651700,45.0,2,0
651900,49.0,0,2
652100,44.5,1,1
652300,38.5,1,1
652500,47.0,2,0
652700,41.5,2,1
652900,42.5,1,2
653100,33.5,1,0
653300,37.0,2,0
653500,36.5,1,0
653700,39.5,0,0
653900,48.0,2,0
654100,37.5,1,0
654300,50.0,1,1
654500,47.0,0,2
654700,46.5,0,1
654900,44.0,1,1
655100,45.5,0,2
655300,45.5,0,2
655500,33.5,1,1
655700,30.5,2,1
655900,48.5,0,0
656100,37.5,2,2
656300,50.5,0,1
656500,40.5,3,0
656700,47.5,1,0
656900,44.0,0,0
657100,42.0,2,0
657300,38.5,1,1
657500,40.5,2,3
657700,50.0,1,1
657900,43.5,1,0
658100,37.0,1,1
658300,44.5,0,0
658500,47.0,1,1
658700,44.0,1,0
658900,29.0,4,0
659100,43.0,2,1
659300,43.0,0,1
659500,35.0,2,0
659700,40.0,2,2
659900,40.0,1,0
660100,37.0,1,1
660300,30.0,4,0
660500,39.5,1,0
660700,44.0,2,0
660900,46.0,1,0
661100,42.0,1,2
661300,43.5,1,0
661500,34.0,1,1
661700,42.5,1,0
661900,43.5,2,1
662100,42.5,2,2
662300,49.5,0,0
662500,49.0,0,1
662700,40.0,0,0
662900,41.5,2,0
663100,44.0,1,0
663300,48.5,1,0
663500,33.0,2,0
663700,27.5,4,0
663900,46.5,0,0
664100,46.5,4,0
664300,48.0,0,0
664500,40.5,0,0
664700,42.5,0,0
664900,45.0,0,0
665100,39.5,0,1
665300,35.0,2,0
665500,45.5,0,0
665700,39.0,3,1
665900,32.0,2,1
666100,41.5,1,0
666300,43.0,1,0
666500,40.5,1,1
666700,43.5,1,1
666900,43.0,0,0
667100,34.0,1,0
667300,40.0,0,1
667500,35.5,1,0
667700,35.5,1,0
667900,38.5,1,1
668100,30.0,3,0
668300,33.0,3,0
668500,34.0,1,0
668700,40.0,2,0
668900,44.5,1,2
669100,38.5,1,0
669300,51.0,0,0
669500,45.0,0,2
669700,47.5,0,1
669900,46.5,2,0
670100,38.0,2,0
670300,43.0,0,0
670500,47.5,1,1
670700,42.5,1,0
670900,50.0,1,0
671100,44.0,1,1
671300,37.5,3,0
671500,40.0,2,0
671700,38.0,4,1
671900,40.5,0,0
672100,41.5,2,2
672300,46.5,1,1
672500,49.0,0,2
672700,49.5,0,0
672900,43.5,1,1
673100,42.0,2,0
673300,40.0,2,0
673500,42.0,0,0
673700,50.5,1,0
673900,47.0,0,1
674100,45.5,2,0
674300,44.5,4,0
674500,43.0,3,2
674700,45.5,0,0
674900,45.0,1,0
675100,39.0,2,0
675300,42.0,1,0
675500,32.5,0,0
675700,36.5,1,1
675900,45.5,3,2
676100,41.5,0,0
676300,45.5,0,0
676500,38.5,1,1
676700,44.0,1,0
676900,43.5,1,2
677100,46.5,3,0
677300,43.5,0,0
677500,41.5,2,1
677700,48.0,0,0
677900,41.0,2,1
678100,41.5,0,0
678300,42.5,3,0
678500,43.0,2,0
678700,40.5,1,0
678900,31.5,6,1
679100,31.5,3,1
679300,46.5,0,1
679500,35.5,4,0
679700,40.5,2,0
679900,33.5,3,0
680100,35.5,1,0
680300,31.0,1,0
680500,38.0,1,0
680700,37.0,1,0
680900,37.0,1,1
681100,30.5,2,0
681300,45.5,1,0
681500,48.5,1,0
681700,41.5,1,0
681900,42.5,0,1
682100,47.0,1,0
682300,49.0,0,0
682500,46.5,0,2
682700,47.0,1,1
682900,46.5,1,1
683100,45.0,3,0
683300,48.5,0,2
683500,42.0,3,0
683700,32.5,2,0
683900,40.5,4,1
684100,39.0,1,0
684300,47.0,1,0
684500,47.0,2,0
684700,43.5,0,1
684900,48.0,0,0
685100,42.5,1,0
685300,45.5,1,2
685500,27.5,4,0
685700,27.5,4,0
685900,38.0,1,0
686100,29.0,6,0
686300,31.0,3,2
686500,37.0,4,3
686700,29.0,3,1
686900,34.5,2,2
687100,36.5,1,0
687300,30.0,3,1
687500,35.5,4,0
687700,32.5,2,0
687900,39.0,2,0
688100,38.0,1,0
688300,33.0,3,0
688500,37.5,3,0
688700,35.5,2,1
688900,28.0,5,0
689100,30.0,4,1
689300,27.0,4,0
689500,32.0,3,0
689700,27.0,5,0
689900,31.5,2,0
690100,23.0,4,1
690300,38.0,1,0
690500,27.5,4,0
690700,39.5,0,1
690900,34.0,3,0
691100,35.0,2,0
691300,36.0,4,0
691500,39.5,1,1
691700,30.5,3,0
691900,31.5,1,0
692100,36.5,0,0
692300,39.5,1,1
692500,45.0,0,0
692700,31.5,4,1
692900,32.5,2,0
693100,31.0,3,0
693300,27.0,6,0
693500,27.5,4,0
693700,31.0,1,0
693900,27.5,4,0
694100,26.0,2,0
694300,27.5,2,0
694500,30.0,0,0
694700,34.5,2,0
694900,36.5,1,0
695100,49.0,0,1
695300,45.5,0,0
695500,46.0,0,1
695700,44.5,1,1
695900,45.0,0,1
696100,46.0,1,1
696300,50.5,0,0
696500,48.5,2,0
696700,47.0,1,2
696900,47.5,1,2
697100,48.0,0,0
697300,49.5,0,1
697500,38.0,1,1
697700,36.0,4,0
697900,32.5,4,0
698100,41.5,1,0
698300,47.0,0,0
698500,46.5,0,1
698700,45.0,0,1
698900,40.5,2,0
699100,40.0,2,0
699300,38.5,2,1
699500,39.5,2,0
699700,39.5,2,0
699900,39.0,1,1
700100,41.0,1,2
700300,40.5,3,1
700500,48.5,0,1
700700,42.0,0,0
700900,48.0,0,1
701100,43.0,1,1
701300,49.0,1,0
701500,45.5,1,1
701700,43.5,1,1
701900,43.0,1,1
702100,36.0,0,0
702300,36.0,3,0
702500,33.5,3,1
702700,38.0,1,0
702900,41.5,4,1
703100,40.5,2,0
703300,28.5,2,0
703500,34.5,1,0
703700,42.0,2,0
703900,40.0,1,2
704100,42.5,1,1
704300,43.0,0,0
704500,44.0,1,0
704700,45.0,0,0
704900,51.5,0,1
705100,48.5,1,0
705300,43.0,3,1
705500,49.5,0,0
705700,42.5,2,2
705900,39.5,3,3
706100,37.5,0,1
706300,47.5,0,0
706500,47.5,0,0
706700,48.5,1,0
706900,41.5,1,1
707100,41.5,2,1
707300,44.0,1,1
707500,43.5,0,0
707700,46.5,1,1
707900,44.0,2,1
708100,44.5,1,2
708300,41.0,2,3
708500,40.0,1,0
708700,38.0,1,1
708900,47.0,2,1
709100,42.0,1,1
709300,40.0,3,0
709500,39.0,2,3
709700,43.5,0,2
709900,46.0,1,1
710100,35.5,2,1
710300,42.0,1,3
710500,43.0,1,1
710700,44.0,2,0
710900,37.0,1,1
711100,41.5,1,2
711300,40.0,1,0
711500,32.5,3,2
711700,40.0,1,0
711900,36.5,2,2
712100,40.5,0,1
712300,41.5,0,1
712500,35.5,4,2
712700,36.5,1,1
712900,31.5,3,0
713100,24.0,5,0
713300,43.0,3,2
713500,27.5,5,2
713700,38.0,1,1
713900,38.5,4,1
714100,39.0,1,0
714300,35.5,2,0
714500,30.5,0,0
714700,38.0,0,2
714900,30.5,3,0
715100,34.5,1,0
715300,31.0,3,1
715500,34.5,0,2
715700,40.0,3,0
715900,33.5,0,0
716100,33.0,1,3
716300,29.5,1,0
716500,40.5,2,2
716700,50.5,0,0
716900,37.0,2,1
717100,30.0,2,0
717300,43.0,1,0
717500,46.0,3,1
717700,29.5,4,1
717900,26.5,2,0
718100,43.0,1,1
718300,37.0,0,0
718500,36.5,2,0
718700,35.0,3,0
718900,41.5,1,0
719100,41.5,0,0
719300,35.0,1,1
719500,36.0,1,0
719700,33.5,3,1
719900,40.5,3,0
720100,39.0,3,0
720300,37.0,3,0
720500,32.5,4,0
720700,32.0,2,1
720900,34.5,1,1
721100,39.0,0,0
721300,42.5,4,0
721500,43.0,0,1
721700,43.5,2,0
721900,44.0,1,0
722100,42.0,1,0
722300,40.0,1,0
722500,38.0,0,2
722700,29.5,2,0
722900,45.0,0,0
723100,37.5,2,0
723300,44.5,0,1
723500,37.5,1,1
723700,41.5,2,0
723900,38.5,2,0
724100,39.5,3,0
724300,37.0,3,1
724500,43.5,1,1
724700,43.0,1,0
724900,44.5,0,1
725100,45.5,2,1
725300,45.5,2,0
725500,32.0,3,0
725700,37.5,2,1
725900,37.0,2,0
726100,32.0,3,0
726300,34.5,3,0
726500,39.5,1,1
726700,48.0,0,2
726900,42.0,2,1
727100,38.0,3,1
727300,40.0,3,1
727500,36.0,0,2
727700,40.5,1,1
727900,42.5,1,0
728100,40.5,1,0
728300,46.0,1,0
728500,35.0,1,0
728700,22.5,2,0
728900,24.0,3,0
729100,35.5,0,0
729300,36.0,0,0
729500,48.0,0,1
729700,44.5,0,0
729900,47.5,0,2
730100,45.5,1,1
730300,41.5,1,4
730500,41.5,3,2
730700,42.0,0,0
730900,38.0,3,1
731100,41.5,1,1
731300,40.5,0,0
731500,46.0,0,1
731700,33.0,2,0
731900,39.5,2,0
732100,28.5,3,0
732300,34.0,2,1
732500,35.0,4,0
732700,35.5,0,0
732900,40.0,3,0
733100,36.5,1,0
733300,42.0,1,0
733500,36.0,3,0
733700,33.5,3,3
733900,33.5,2,0
734100,34.5,3,0
734300,39.0,1,1
734500,43.0,1,1
734700,42.0,3,0
734900,39.5,3,0
735100,39.5,1,1
735300,38.0,2,2
735500,34.0,1,0
735700,36.5,5,0
735900,30.0,4,1
736100,28.0,2,0
736300,30.5,2,1
736500,32.0,1,0
736700,39.5,2,2
736900,40.0,2,0
737100,38.5,2,0
737300,31.5,4,0
737500,46.5,1,0
737700,43.5,1,0
737900,31.5,4,0
738100,51.0,0,0
738300,44.0,1,0
738500,50.5,0,2
738700,33.5,2,0
738900,32.5,1,0
739100,31.5,5,1
739300,31.5,4,0
739500,33.0,5,0
739700,39.5,1,0
739900,26.5,5,0
740100,31.0,4,0
740300,26.0,5,0
740500,33.5,3,0
740700,32.0,3,0
740900,37.0,0,0
741100,41.0,2,0
741300,36.5,2,1
741500,39.5,0,2
741700,36.5,2,0
741900,34.0,0,0
742100,31.5,3,0
742300,38.0,1,0
742500,31.0,3,1
742700,40.0,1,1
742900,46.0,0,0
743100,39.0,3,1
743300,43.0,1,0
743500,40.5,1,0
743700,40.0,3,1
743900,40.5,2,2
744100,45.5,0,0
744300,45.5,1,3
744500,44.0,0,2
744700,39.5,0,1
744900,45.0,1,0
745100,47.5,0,2
745300,38.0,0,2
745500,22.0,2,1
745700,42.5,1,1
745900,45.0,0,1
746100,46.0,1,0
746300,46.0,0,1
746500,38.0,1,0
746700,41.0,1,1
746900,39.5,1,1
747100,42.5,0,0
747300,47.0,2,1
747500,46.0,1,1
747700,44.5,0,0
747900,41.5,2,2
748100,32.0,1,0
748300,34.0,1,1
748500,39.0,0,0
748700,45.5,1,2
748900,44.0,0,1
749100,49.5,1,2
749300,43.0,1,0
749500,43.0,3,1
749700,48.0,2,0
749900,38.5,2,0
750100,42.5,2,0
750300,41.5,1,0
750500,45.5,0,1
750700,38.5,4,0
750900,39.0,0,0
751100,50.0,0,2
751300,43.0,1,1
751500,44.5,0,0
751700,46.5,1,0
751900,43.5,1,3
752100,45.0,1,0
752300,45.5,0,1
752500,43.0,1,1
752700,41.5,2,0
752900,40.5,2,1
753100,43.0,2,0
753300,40.0,2,1
753500,39.0,1,0
753700,40.0,1,0
753900,45.5,1,1
754100,46.0,1,2
754300,40.0,2,2
754500,33.5,2,1
754700,36.0,1,1
754900,35.5,0,0
755100,42.0,0,0
755300,35.5,0,0
755500,30.0,6,0
755700,26.5,1,0
755900,34.0,3,0
756100,34.0,1,0
756300,33.5,2,0
756500,36.0,2,1
756700,31.0,3,0
756900,33.0,2,0
757100,25.5,3,1
757300,39.5,3,1
757500,42.5,4,0
757700,40.5,1,0
757900,39.5,0,2
758100,40.5,0,0
758300,43.0,2,0
758500,37.0,1,0
758700,37.5,2,2
758900,40.0,1,1
759100,47.5,0,1
759300,41.0,1,0
759500,41.0,0,0
759700,42.0,1,1
759900,42.5,2,2
760100,36.5,4,0
760300,39.5,2,0
760500,41.0,0,0
760700,50.0,1,0
760900,44.0,5,1
761100,45.5,2,0
761300,42.0,2,2
761500,49.5,1,0
761700,39.0,2,0
761900,45.5,1,3
762100,45.0,0,2
762300,46.5,1,2
